playlist_id,playlist_title,published_at,item_count,video_ids,playlist_label
PL8_8tSGm7y1A5xfuL-wD_Oo73TiFhpKTB,2016 WYVERNS' STORIES,2019-03-29T06:06:16.00899Z,49,"UhNylYdLhJA, YhVc8X0JXCI, rMG_6q2LORE, rgJ5C1jD5Fw, Ppi524Njna4, nso8MJON1DM, saDeVxNQUY4, hVTymgp-7EM, 5aKxWN2nPuA, AyipUr6_O88, -QSSo6wGebE, nrzdhD4dmek, Vmjruaa97xA, JwVjMU3K5nE, Uslk1ZgKHVA, Z_ARPXtK_BE, Lch3v3Oa7Uc, pKhgG6mQM7Q, L20Dh7JwiK8, s9dFpVrV_r8, -Bg-09RHvmU, nOhfRTXhLHw, 1ZIBPurIOdU, rkAXRKtQpac, jykhL2TXtFI, fVoGMO6rS0Q, YC7LUy5NAb4, VGOHcGiLEpY, OUmICJWkF28, CH3uXHVt8Gc, NAsg8YD0ulA, ZBUUtVKVVec, mHbhwUGWpa8, c4JhbwMpz4c, cbmpxHbimrI, vDd4Gnk4ljg, -Baq3-_OiyA, nEbqRlaEITk, PH9uvqW7Wfw, Zhs7krjGDZk, cCNVaUsBAmQ, zUudY_6sSfY, s5Ti2yrSMwM, qATiX0NwSWg, X6Zoj4be1bY, Vtr9FV5vrg8, mQEANnS4QuA, Z77P2ZetzqY, 5Wyhib8Nm4w",playlist_87
PL8_8tSGm7y1Bce6-sNHdOmIVBExExZTJL,2019 슼케치,2019-03-29T02:21:03.110826Z,61,"IUauKBElCh0, vNbVjxE1SMI, UnwqzAromFg, 75ghBimEtNk, EG3Q70vJvhY, YFGk2KmnkWk, vaADkV45dLY, xWztk8CtN5k, o3K8TB3dwPE, TbTbVtf1VhA, X3PnW3zCAfo, 0VJxCQCy38c, NcEEd4xIYSs, T21_5HrfGWo, 3rAPnToCH7M, 2R1UhbfoSbY, yIVGsUC35YQ, Rd7VcGmXc7k, 3LrHoSjjexA, W0SjSZXBTV4, qyLs-9akkxA, Flx6WOPTcHs, owH8UsDrASE, 5cQPu2pHsY4, nke1uxzQKsc, ZxYV9V6F82o, 3XQrc4uA6TM, MGBpSY9X8RM, kHitS4C-jj0, 36RinaHUiZY, eKe1ATXvb5M, llkRBVIkoPU, MwQm1VqO21g, hc6Jlci17TA, 1Vbxs8lGVys, 5wsDmwsSnNI, dBVO-aswpgk, XbbbT3LYAGc, F3xQ1FUzoTU, UaoqEqLiymw, BrTUiVjAb68, uDT-h1_ZzAg, ZbqP4-GvkJk, kuL2DEvcw3s, RvuGeaMfUZs, GnEkGzc-LCs, Ywy8sOIp1zU, ZaGrjYywU00, 9YbSVolurng, _QuKn2sBaIw, C2a5yA7vPeg, zeQR3VExua8, BqanfrLyBNE, 9HvtWFsJbhk, Djp-438fCxw, yAKFK1IUTV8, v05Zy7IQvXY, 6vu0ag6fSVQ, vLEc9y_QNg4, TX76bBRRXsA, OeSVbwCIyEg",playlist_88
PL8_8tSGm7y1D8A4QYZsFSWKx40vlZhj_h,2015 SK와이번스,2019-03-27T04:51:23.262051Z,25,"9_ycbk2kGZ8, QmWzj-FGHss, NyCqWmTL3Q4, JZBXe90W220, DjS0_PMVSbg, LV5zchWO30Q, iodsLfXF6Yg, 7XojauCfgbU, uTCXI0V_hQo, dXyNTFkFEuU, 59GNPsZyNb4, MnuI9VpGbYU, 3leOeTyXG5c, WB81V8Y_raU, Zzec83_oE18, 1Mg-fpu8bXU, 5oLYgTlG4Ak, c7tRHEc3HiQ, GNbXJTE4ClY, BcaapAP-SoI, YZJg-lRRUA0, OkIO7BfkMrM, wsJWJa0VWyw, oBI_elbIHhU, 2UQgUWvqXXY",playlist_89
PL8_8tSGm7y1CF_DBJI7KcowRVxZgpHVDC,2019 SK W-MOMENT,2019-03-23T10:55:46.917876Z,93,"yTW-ikqbNEY, rxiIdW_vvhs, yatdie2yqLQ, 0t0pnEQgPeY, 4zlGyX7Lwtc, gq5-IftagFU, xsMjHj51Idg, wEU-DuSbenE, AGZdM4KcsNM, _yJkoPAv1m8, aiMxGRAyVbo, UYyXMG3vl_w, IcLRxJHegdU, IhWbVywnYoQ, RGleFikVmno, nHf-hssyXrQ, ITWX74hfsYE, lG5IwOrJBl4, _yLSHg0qdLw, wXytLqfG1TY, bO-K5jmvrCw, TMxPrQQchUA, 2aZv5iujFXg, rPUodabSIso, 98iZXPB7Sy4, RkDdI1QyJjA, cCsQQU4OCpw, eS9u7avieZA, TJhJRpKH1Lw, YWIW9NX_hT4, LJGbI2BLWRY, a9s04JMyrP8, FastJEJyCcw, V4g55NgU4hE, 9ivWBbzVddA, 1CaGakdm32w, 9AfiPDc6Ahk, WEGkgPIagvE, ji5FpestnzM, 0GD5UBEmtTQ, FmKst5NSi_g, lAOKyno7zT8, pmmaR-ecFxM, nXFoz2e7Q38, aMTj44IV-lk, GfvBBpVPCMg, Jaa5eI2oVoc, _ZT2dyWOlqU, wSw-j02HLOY, BwDPwL91PKo, icANJd9mnxE, 4cHSiTZxdoM, mQ08w9U35hw, SroDLyZWjc0, 6Dqf1RUICGA, rA0Sg3rYjuU, Ic5D2Tg9HOw, brYIz2nvVHU, my55bRIQzjs, tM_GdfX9SFw, VB8bTRvS1e0, g-dwtetCFtY, zVMelSdccqU, Za23WcOV2ac, gN0jFrJZ8tE, 53zSZcI-Sbk, 2EDBph3wOFE, roneUsan1-E, tg2z5Fj3B20, FzCHovliw2o, 2KUz58GUlfA, 1_wbWnqkcCY, dctVMt9DfI0, NiF52O5dYSU, UFINtupjZXw, z6W9J8KkP8k, IesyumIosjs, r2hql9CV6pQ, 1DhJG8PPnJA, O5047eGX3Ds, bbgEmeBH2c0, 7PpsAu1-mqM, jSfNO6pgzxs, ucqN2Aph4FE, q6HL9gl4XuE, ePc91082AGo, ujjPXybgI8E, zRlrfyMYbzE, mpreYXyRvE0, iJBpigS9TKA, e68iGfZW3nY, EGHnFX93WCU, w_-F17QYUeE",playlist_90
PL8_8tSGm7y1AeikwsoSyG1B8K1n7XcBFG,2019 SPORTAINMENT,2019-03-16T11:27:56.493022Z,17,"a508OKL0NLc, 8WKeRBhfsDg, uqjDooJ_cGI, mXLzIIRovGo, 4DJSqP_i2k0, i2mopCSjZaY, cuDdEUHYjr4, DvElRZqWw-0, Qu7Yd7rmDgA, 6CH5sfVQwJw, PbnIxDo07VE, QiUp39Y55hY, rqaANNRYUfc, QL_7KLUKCes, Wqy80vzImOQ, rYTV4TM-2_k, CmHVK2_sbu0",playlist_91
PL8_8tSGm7y1DTHXNzTP_LYFTJbhbtV39z,2019 SK PRE-SEASON,2019-01-06T07:46:10.034057Z,43,"h__PlKBEvrk, heyaUB8fZYg, kwPHq28YBiE, r3KTfsTFqnM, o-_YSqx2xu0, IYNKsD7-ZPs, 3Uyv0vtzt6c, LvP6i0_d424, qIyV49vfubU, d6r3N5Y678I, ND8kNhM731A, NfspFNOJnLo, ZKtX12yePEc, 0LCZp0WCvHE, l2Bg8l96ZEU, uAZIqrtG8mc, SthDmlcaEyM, YWWmVVIRu4I, lqyjIvUiLmQ, reDoF5qKFgY, dMrmR8nOIFs, DI82_qBDeCk, s97AXA2FXvg, X9gjT9mZ5kM, lfBBY4A0uPc, aKfYqUIgxGw, eYgetDwjn6w, jvf5_kKCBKw, Xqi0cOVw3kI, aX6ii2RiQ14, aX6ii2RiQ14, sbluEAti5eE, HToYfh2al3M, hn3n0-76yq8, GFVSqC68vdE, gfyZtQ4QdKE, PFmEcuRl4jk, bkkPzbS1MU0, gbXyrQGlwMM, 6C6oPyWeqsA, oYbYX0lTH8w, JhvLwPGVnD4, E_Ahmvk-0Mk",playlist_92
PL8_8tSGm7y1CV-XzvCoIejeFWENX20piv,2018 SK OFF-SEASON,2018-11-21T09:33:29.106553Z,9,"3ZkF_Lv4EoE, WowG7jgf_pY, QGod6F5tdrA, h1fMxAm8RSY, tCooOqdWM64, 2d99b0g2a_s, 1e_ZIReje2Q, K7olhFlbIVM, U-lT26ueUtM",playlist_93
PL8_8tSGm7y1DxJXWgv0BkEfOjP5kI8AN8,2018 SK POST SEASON,2018-11-20T04:31:54.40093Z,37,"UzntzuUWkzo, -8j5wl65DJ4, 0h2VCWERAt4, 8XXkTg5ajWk, zAllkRMftKw, 1m0c8NPcvMI, vRWXzfcmefA, NraJo341aCg, 8mcBV_QAbeY, KaPJ6kN3BrI, HI0SOtKHTRM, UogUDvfW-jU, iCjWDsewmrw, UwYBeUsQA9E, IXlotOkOQn4, uFml77R0J_A, G2HNKI2t9Y8, UBqAL78BHAY, 8WSsqpFG2Xc, 7jf8i5ClkyE, m6repiTrFIs, xuLusYAHp_s, U4tvCx_tRkk, BfYcU0YRJps, SwSI5-xyS80, tFbw736UL0Y, K0E-Lu7q9d4, IxbKPbRjjT0, Ixq21DSl9Aw, V455xcnBLjI, qfBHwyaWTE4, yeGc0UwIQiY, t54kU2mqEMc, bEEtsvTipoY, lcYxCImsvjM, NiUMbBo2jpM, 3fwj2OrnPBg",playlist_94
PL8_8tSGm7y1CcOIuiskIgb9XKCFHL_7EW,2017 SK와이번스 주요장면,2018-09-19T05:54:35.704235Z,76,"Pf8px5RqrCY, N20bYAiBvy4, IXCqlteHkKY, Zlds_3pDF9A, WqoWCM6x84o, rgOcNFKcFlo, tQ9cJmlJzqU, prcP5v1LMzo, vQYFyqJWSiI, j6-x56I5AiA, VAGoVO2vM_Y, YLlQoxRc0MA, cgerDAok-4g, 6-Btdgi6eXw, QZwtp9rD0vA, YwdSYbVfTZQ, ITxhDjkWnO8, UyQwdUIB_Hw, kH9l8jq7O-0, WRX4wBYxXz4, UuhbZYi0oLI, KdAaWBTEjQI, DRV_xz69HNo, _1FeyKnQrJQ, kfynkp-0MYY, wFJVx5jpNsk, jrm_zJzCrzY, drkyrKVj2-A, lZwcqHPntWU, 1Yj4ugoWWfQ, mKTctgJLlO8, 9ndYVaA34IU, NxO3GIz6lM0, 6EG9rYVvmIE, PfEqMSkJroU, Ao-bguGJrK0, o8WmrDq4TmA, wxp6vZzHdZA, iOT4uWMuhWU, G8m35PxSODY, 0LMuFbqx_Nw, 6zBhQnQJNpM, Gixb8T_2KVo, IZBwj6IZ18U, wiJoBIZ0F7w, inqlyHd34k8, QEhsQLBcCJ0, e7RbFhqhWNI, so_SstA7m1Q, 3dQaYXuU2NY, K61rfgoiE-w, N9GiMKW4DBs, LYOYstioevU, QJOxgVbCU_4, y3GPVeLaNb4, NHkxFB4qguQ, 0mezi9PzCNI, uLElmxFH3Zo, F0OiHLNAiGc, __HeH4pAEnE, BSJgijbInqg, hpcTtd1NaqY, cTOlaN0vxeM, xzf6jevUZkQ, tQ_MAOG6lPo, d5oocqPzVMg, hyT3G_B1fKI, iBOtvZLdP8E, bGsmvyTZxaw, HJK0QkwBnfY, Ky5_ywstAEA, QuPdmHcA2m4, _BmBOvjxwyE, U2VC5hPb8gw, eiwQDNth2eY",playlist_95
PL8_8tSGm7y1BHlk5k9v0dMkIq_1a2raEB,2018 SK와이번스 응원가,2018-09-11T02:43:50.594971Z,1,5JF5sxWg0JA,playlist_96
PL8_8tSGm7y1AmLDsGyEK-PsdkUoYZJUOo,2016 마춘텔 시즌1,2018-07-28T11:43:24.685915Z,20,"1LbQKXLscKg, ogJA7gQlbDo, b4oTSnE7C2o, mEGy1v7WYN8, 0eHXgLB4u8Y, VlOX0hJPUuI, 72M-fOxDywM, w0u_T7OK8FE, SRs6_J4nHmA, LxCrQe2Z0BQ, pyFZwReenkk, r-z9IVbcLHM, jq_Wx2nC0e4, yqGZ6STx9Fs, jjSvzMtcWpQ, JLYi86pSWlw, BPwg-aojzs0, xaoQO7LeO5Q, RrCcvqFahxs, Ssi4RA4iV3w",playlist_97
PL8_8tSGm7y1AcFgpVMa7fPRj0VDSXVxCn,2017 SK PRE-SEASON,2018-07-26T10:13:27.864318Z,3,"d5LCxLdKA4k, KIgxMxpOv7o, gECpeeRGdAw",playlist_98
PL8_8tSGm7y1Ad5uXXf9fdbJXVsWXDgQzF,2017 마춘텔 시즌2,2018-07-19T04:36:57.59937Z,13,"uDqSrLCJr9c, En4S1x7FUDs, obQ8bfWUiLM, vBBWzgGaZas, Z4OrL4m_Kiw, ozwQ9MIdzvQ, FMc8TY7X5vc, m-sSTxpVd4g, bbCrRcTKZKI, 1GZmWKuXS9g, A3g8kDkt8hI, 1-RByehVJvc, GdL-0abdK2Y",playlist_99
PL8_8tSGm7y1CNXyXbeMbg-b3pZXiPWuVc,2017 SPORTAINMENT,2018-05-31T00:41:48.354067Z,15,"NrQznbk4v3U, bHy92TUsqPw, 2AV4qtHvEiQ, H5aHvRVz64s, dYbyl20upF0, Y9akX15DnjI, etZ_X1cWEYo, m_5MX_iyV7U, KwjCH8-gVs4, EzjSoIRjY30, yJSnB_nwXqY, AQ88PiSjYfc, xK-iSh6X7Qc, 9-y79tZvusk, GdL-0abdK2Y",playlist_100
PL8_8tSGm7y1BDTcUjxtN5izRrm-83Ty8p,2018 SK W-MOMENT,2018-05-26T07:01:57.322915Z,98,"NaXsFSpiSSo, cVrWz4ep0J4, iRg5vH9-nYs, DTi3LSwuAy8, XEfN4EXVwuc, bf9DVWrnz6c, SkCL3F5P5go, CHY8Z19KUrY, fB6bLnfqfaw, xuewWsyVquE, ypsEt754kV8, dyAo4Ya2FUQ, qiazo3SiNEE, EiZ8fNjB1gk, 1jGEBud002w, JiXACQs-2bk, TVMylf9oPFA, hCKxCvcvP44, TNBebcvuj7U, ioYjTLQxJoE, YCwMBoAaaIo, zazNQIJIRts, ag5E-WlU_2w, QiPeXS5C_7k, ZU_zWpaG__8, TF4GQr0QUNw, 8s_wbZ06Cxg, WcHMYJObBi4, SgZH0-w7QDY, GFEwkrvZ6x8, Rzjm3s0KWX0, id6UGgdKV-g, yU3OIZAQQTE, PySIEdqufVg, i4ybjk8c9B4, XzQxuLiolcc, cIyWVL190h4, Ly-huc74NIw, E5OZ9NU-32o, SIeXxMGQvwM, 8wioyv_fJdo, 6wmeuGc_MYE, a8V8g8gfnZk, p0yAgWcr1h4, HJeunZMJZ0s, 54iP_jqaCq4, KUzDsju08js, BzriJN_CQak, e0JrEdtudIk, MsprEeLesL8, YXuLnWMNKFw, ekE4KAdnfw0, JWUbNGaTfYE, By_dMG59-0I, oAVFMTR-UFA, V0UdAckQ92A, X8gVtGt2SyQ, IHMftf3ghHM, ARtoYJK6qUQ, nqqNPOvI06Q, FFheQn-Gkhc, Rm3qN9-e400, cpcz4wy869w, 9Qvt2WtveDs, 1xaBuU5t2DE, IqIUzy9k3bc, d4oGW7FAOos, UntBlp7051Q, Q6AfKGP-ua0, WrP5N-hoYSw, HpngHmOjK1M, YCIrsOl6fig, 8y9Vj1B9VcQ, 6iJqHsmT-6I, 6YBe5l6KkX0, -BHbJSHA2L4, tIRHVGWoD40, j4WGYpHZwQI, 1H9_qKKC0aA, C2rh4gs0O04, zVUpxGc0Lsw, 7nGVKHuxNmQ, LoWnYHpujpo, adwymlNOl9M, CB55tVCOQNw, Zoc-KUMEr9g, jLR--6wRezo, FWqKwBVm7bo, yWOWTRkdO38, lp105D_cS18, ZKy5c8wDSxU, iomPeWOiZnE, q_Tt5UpDEQk, CDOADYbxKVA, s9DNK8fWDeo, IBThzKW56e8, LiVXvIoTn6Y, _DO2QOcNfXk",playlist_101
PL8_8tSGm7y1BN83Pv0QRFTADFYbTIyGa6,2016 SPORTAINMENT,2018-05-26T06:58:35.03415Z,30,"sZvCnaMiI2I, -SE6VXxy5kg, Ycd1bhePQpE, GgJf_Qv3vZA, MqHwYox93RQ, 0Opcnd2SSWE, Q95_0yUaS-Q, RdQrbSm9N1k, p6crnKDa30I, 6oAVklfRU_E, dnpQBRYYvvs, 8F4bmuOMHi8, tOdldwXSq4o, E927iaZ0Buo, -W_774fPB6Y, vtm8H-Vt0eo, 9x3GujyfYKc, Ww9FizmwuLo, sf8Wds8kPRo, 9M4wqGyO5q8, HvF59ln9GR0, xqcfiq8FRb8, 3SBcGgdPS4U, KLdCt8Lkg5w, dRRL6-v1C0Y, tTqjh2YYspU, F-1zCABacEI, _y4xMIpiPbc, mdJ_m7Gz9Rg",playlist_102
PL8_8tSGm7y1CVq9v8j-nbtRpfnFv-JNOG,희망더하기❤️,2018-05-26T06:42:14.581353Z,45,"-7-8S_bfd9o, FpMDRG8yZis, 417wSnepNP0, gX4tA1HgrCU, 15o2cwegjc8, zm_drdsqhTI, mt7-ugRzieA, CSLCfHNO8K4, y6kGx0U41is, 5zPsB4yW33s, 3Vyn2eTZw_g, 4hLvSuPu1Ik, X7ziSskAGSA, -OcixjJNTG4, o8yFsW2Iyfk, IydmF5eSGtU, XGpVLJsQBNU, c0u8FbHdt9g, _46MkelrMhE, AgIYvJ5qQpA, KzFjPlnXerY, CyxEf9xV8OM, ZsNN2yiJpYY, J49piA0YpLU, A6hmDUuFxe8, 2zf97CMWLgQ, KfX2nHJkwV0, AnF5OyKgjPQ, zMSh4zDheog, 7T8S5GOkMQk, h2D0suZYzMA, Z1bO9HThrNQ, vDQYhfJ3YhY, vX_mSR1q-fs, Ag2FOw1AGus, skSnllpodnM, wzsoemRF40E, kWHk_gthq98, pfafsg-jMVI, bV9YA81DHeQ, SRLDOtq6ELY, poTHnGq3vYU, lSuwQ8DjOOQ, iPYmnwbh4Bg, HTzNiWAS9b0",playlist_103
PL8_8tSGm7y1Ac09Z-G8hBvNI2EhyNzqik,2018 SPORTAINMENT,2018-05-09T07:38:05.537296Z,16,"AcFfLL1P-p8, mQDTPj8Gnhc, C9cF-CRB4qs, QUMVs4Gdzn0, nPK8ctSi-1M, SYtNkvWec6M, TPf14EbWpxc, diHkT-ZNB18, F-0tEM07AY0, 2kehPgiJ13s, 8rLz7k-uXPo, J_IGnXOEilc, QJ3CioeJRQM, uUeWIfUl2IU, lk-MrgcSyVk, o63We--02Ms",playlist_104
PL8_8tSGm7y1D5nouw43J0MYVKicOKfj3x,2018 슬기로운 강화생활,2018-05-09T07:36:16.71246Z,12,"EwjsdCbEpbc, M2MDXy2u75M, TFMC2x01wLo, ADt_oIqOZjM, X6QWJpTgC7M, mBYitFm45YU, PU9kLCjzaxE, mIFWudFykE8, d8hOeJwdMvE, nr0VHw3v2SA, dnU0RUbTbeE, t87r0e1ynnI",playlist_105
PL8_8tSGm7y1BUE7zq-OF7ZHPCPvRwuyyF,2018 SK PLAYERS' STORY,2018-03-24T01:40:48.930957Z,54,"xIEeo9HN9rs, vFXgUOWRv6I, cf-jVZaDkHI, qg8IcGKeWok, xBLpmZRAaKE, _zyKcN1vATY, sHX-uMvEKMo, Dco44IFDscs, LuQDYxVGlPs, InlCbPpwd3o, DsC6bB8Y5Do, 6EtG-L0UiEU, STXj5QEPwQU, n3m2NIO7lF0, 2IP1Iil2sRk, ehDhOj_Ny1I, 4rFilTqdopA, jAUGdVRaTNE, oFneBWyzr84, -1LPNa5hm_I, yWAehIjyjGw, TMxAlbOXjTQ, QvRKUTEDXYY, apEWB6EKj48, yxl30qlrNNc, OPynMNJJp8k, YU5EHH8BLMY, _Xd5uGQHoOA, CV3-qjSqBUY, i5c0kG-VUFI, Te2a1LJzOoY, IEHRmNGdw88, uqXMgYvmDsw, 24VFZSb-WCU, 0FUmTlqQC9U, UWBwc1zIynE, fa8eKndvMpM, IlJ7dkD4Q68, 3C9J3-YrcMM, JPFXNgpd1Dc, _fGNJnPZNLQ, LG99gLv0I9s, i_yda-8YkX8, 4tgR_KqzW4g, ylbnPTp3gKc, xXWVoZ3crh4, cNKkKrz9j3k, ioAHAS9s7Qo, Q8ZFRpJGH9s, dV0PktoSpKY, wa5Gi52OSdY, kTipb_Pyk_k, QhS5Y5F2wQM, QG7OCrVAV20",playlist_106
PL8_8tSGm7y1A00Wgn9-HmTdwX-_ermXJR,2018 SK PRE-SEASON,2018-02-14T03:05:35.37214Z,38,"GhEJVQkDZRI, CnZ-dgK98O4, TE9nXlNHggM, cNOnVq-b0tA, jAUGdVRaTNE, cf-jVZaDkHI, 4rFilTqdopA, B6AsNCx0fbg, GPq1NtJlyR4, oBO5ESO_1OA, Ap96PhhroVI, Ew0t3TwxhXw, uR5l3FTXGAg, 9jwoxszdIDw, OiW9bwzDpLE, 9e5wVKZ4LWI, TOiUHvHc68o, F20XodqHids, gcbogv1NOgE, GdJADOkqrKI, xh-9XDzG8lc, jtqCU5AaT6A, WbIch5Z640o, hvXbSZXm3Wc, WR7QMSi0Ff4, eqRNoPwifpo, GhEJVQkDZRI, nt5EgLo303Y, 1mqo96hEgKE, Ui6VEqNThvE, QHLh3YPhkxo, G0be8Y144XA, pQpJULgCvLs, _u9WBkjmEyE, 24VFZSb-WCU, oFneBWyzr84, -1LPNa5hm_I, 6EtG-L0UiEU",playlist_107
PL8_8tSGm7y1BBo0Pw0SZvJv7CpQ2Wfny_,2017 가고시마 마무리 캠프,2017-12-12T07:02:56.199574Z,10,"pL8-wAPPzFY, zEARr7tThoU, fgMN2SdsAT0, BAb5tAuO5dM, ySMekr2n-h4, yhtgWxjqlWg, cSusT8thaZQ, c-B96mLa8uA, 5MbZFJwCH2k, RdQbN6OcOws",playlist_108
PL8_8tSGm7y1DGYYeSuKxtSHdg-0WTq0DB,2017 SK OFF-SEASON,2017-11-14T02:33:59.782694Z,16,"aceq7R-EmX8, Yeb7fORdebw, k-1oKjxaOrw, QkFA09W4rCQ, cwNBnRPd0N4, 96SUys4Mv8k, YVYdsX01oaQ, mFJrcJbat10, GJkgn0E5DZg, VDwUVuvc6Dc, jgZ-_qh-uvQ, 1Iwcjw4VVBs, Sf9nMxmyeC8, oOaL06DwWAY, 55vjyqxcsVQ, PM_sVJcxg8Q",playlist_109
PL8_8tSGm7y1B_doEPTcrpePyPjduQZqxQ,2017 SK와이번스 숏터뷰,2017-05-25T07:56:03.530441Z,14,"VZYGT81eCGw, 6BJhMUBJn5I, DS4FwTQ_lxY, tw5jnuVFaMs, 0WkBRVAVSYo, UJFPmQ1F7S4, zWzVHgi1hDo, lf-sOUr2LTM, EDzPNqrIJS0, uxZf5OtBows, uxZf5OtBows, U-9reeVKGFI",playlist_110
PL8_8tSGm7y1D5GJmucPIW97kgRLw5-nfX,2016 가고시마 마무리 캠프 [SK와이번스],2016-12-05T05:08:00.181218Z,44,"F8_ErJZLN6U, CzWntxDtMEE, jLJU3_3ZWeY, MSytAhaO8wE, E8c_quMHb0k, WTeRAe78TPo, SPE2qzGdZnU, T1g8RXi4xVw, idEjFv6r9s8, JwxiZts8jrs, NYJkw1PczO4, h-Bi9RPSsk4, DcC0V9qNOX8, MrULku5T-x8, 8ngfrGnFd6A, rpNG2BKuhDE, PcV23mdWpaQ, 83XT386bj60, 8h4vmuAUBxE, xvXd5zOGe_A, lYXAnL-ZbDQ, KTkFm0w_r2I, J-gSDbTtUEo, kY5iEd1dd4A, M1lNy3oK4O8, cPrVWwzy2Q0, r8ILQ3McMGs, 4azW_QvGJRs, bZBH6rNhDaY, 0aTDUzfo9YI, QHwVI4Odwas, AwIdF8FpRFI, YyMTQK07uY8, sPGyXRtzGGk, 2Jsoc-fH3D8, lDQZHj3U6iI, vXWjSVdEzTU, kZF7aOAIqHU, ro48FiPe0aE, NC2iEiRqJzA, H2eM5NnPUV4, yqa1-76_axg, qYkQRxzQ21o, Hkd9sPAi45k",playlist_111
PL72F1203E06947DB5,2016 WYVERNS' GAME H/L,2011-04-18T08:22:44.974678Z,113,"x7Abw5oxUsY, jF6YO65JPFw, veFwJAzHOHg, K270kbxlh-s, k2jH8xzN88s, Xjs4n4k1hbc, vDwsekiGDmg, M3Lxzqff6QA, cFNyfvNnzmU, 8J3gmistcks, 2KlCFCF9r20, nh-KrBNVHwA, fFmqyOh9wAQ, Im0Fqn_GLQY, VM0xtdChl0U, nm-Xg2S7vt8, W--R_jBi3zI, yrzQbQr1cvU, 57-kTI3WOZk, 2LczbzbtgpQ, y6w0WWg5HhU, 2BVI46v_Drs, hXDiTBkjo_s, by7h1xqavLs, poq-j-T0j6c, yKsUAL2kus8, SUlzma-J1bk, rc4_LQaitGg, 0YJIL0KmOYA, t_k3Uof06Gc, MeqALVPgEco, mHPgUI7QpSU, KxEfT_mrWOU, baxajo8_8XY, 2k8HsptdtT4, t5Xc5Wf1MYc, SE5pWejAWVs, Y6_SvNW464I, qQpGGMNbETU, xmtQxGAQ0og, R456oZ1_qEI, 8p35hT9wU5Q, R87KqtQ342U, 62CoMfKP5-Y, SI2IQPP0MBo, ZtCnO3H1Cig, SAAkwuY0yVY, BusMiW4oxyI, lx3hi_6MBQM, 7O2Q7d8veq4, zAKwl7Yomks, MkPnw-D50YA, w4saZLvrB2E, KHU60bZpIX8, _sP_vnwo5Rk, hr-gKV2HbxM, v8DDDjQsqdU, GUh-ChPKBrM, FR3N-h2THjE, h__j1lQQuCg, nrkplKYLEow, yLkMLEQn1-o, YWnzJVtnQvw, IWT7nxJiYYU, Obz8iD_Zf_I, WzRtxVx_-tw, iZ6PbA4mzLM, vO5r8nuzzck, IhvkiaWvyRc, xj6-cSUdU8E, cNm0_YvpdZo, w-MF2TstBx4, igVk87PUt5M, KpDa3t8NeT8, A31jCuj9UMQ, 5mm2YLfT3dU, kqZKqBD9DrA, Gsh9XKxt0DM",playlist_112
